name,default_code,name,delay,min_qty,date_start,date_end,id
"Hilltop Technology Laboratory, Inc.",1003752-001,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM_SHORT_LEFT:7MM:15DEG,21,0.0,,,3838
Industrial-man Technology Development Co Ltd,1003752-001,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM_SHORT_LEFT:7MM:15DEG,21,0.0,,,3838
K-One Manufacturing Sdn Bhd,1003732-001,SENS:ADAPT:NATURAL:GOKU:P5_WINDOW_SEAL,14,0.0,,,4056
RS Components Pty Ltd,1006103-001,CON:SYS:CMP:MEC:CONDUIT:RILL:PA6:M25,21,10.0,,,4162
Thorlabs Inc,1006223-001,RIG:CMP:OPT:SS:POST:12MM:M6:TAP,1,0.0,,,3729
Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1003796-001,COUPLER:MM-GI:95:5:900UM:NONE:0.5,28,0.0,,,3178
RS Components Pty Ltd,1005660-001,RIG:CMP:MEC:ENCLOSURE:ALU:120MMx78MM,0,1.0,,,3658
Lapp Australia Pty Ltd,1003772-001,SYS:ADAPT:BLACK:PLASTIC:GLAND:CONDUIT:M16:D10,14,0.0,,,4147
Element14 Pty Ltd,1006214-001,RIG:CMP:ELC:POWER:SUPPLY:60W,1,0.0,,,3626
Retech Precision Mould Limited,1001515-003,SENS:ADAPT:BLUE:GOKU:WINDOW_HOUSING,28,30.0,,,4033
80/20 Asia Pacific Pty Ltd,1001514-005, SENS:ADAPT:BLUE:GOKU:FRONT_HOUSING,1,1.0,,,4220
Retech Precision Mould Limited,1001514-005, SENS:ADAPT:BLUE:GOKU:FRONT_HOUSING,1,1.0,,,4220
Fiberstore Co Limited,1001097-001,ASSY:EYDFA:DICEROS:BLUE:DUAL_CHANNNEL_32DBM,1,1.0,,,4391
SHANGHAI WAIZONGFU INTERNATIONAL TRADE CO LTD,1001097-001,ASSY:EYDFA:DICEROS:BLUE:DUAL_CHANNNEL_32DBM,1,1.0,,,4391
RS Components Pty Ltd,1005512-001,RIG:CMP:MEC:ENCLOSURE:IP40:90MM,0,1.0,,,3659
4Cabling Pty Ltd,1006219-001,RIG:CMP:ELC:CABLE:ETHERNET:CAT6:1M,1,0.0,,,3598
Process Rubber and Plastics Pty Ltd,1004716-001,LIDAR:EQUUS:FOAM:ACCESSORIES:GOKU5,1,20.0,,,3521
Process Rubber and Plastics Pty Ltd,1004716-001,LIDAR:EQUUS:FOAM:ACCESSORIES:GOKU5,1,50.0,,,3521
"DJ MODEL & TOOLING CO.,LIMITED",1003966-002,ENG:CASE:NATURAL:NATURAL:DICEROS:SFF_TOP_SEAT,28,50.0,,,3414
"DJ MODEL & TOOLING CO.,LIMITED",1003966-002,ENG:CASE:NATURAL:NATURAL:DICEROS:SFF_TOP_SEAT,28,1000.0,,,3414
"DJ MODEL & TOOLING CO.,LIMITED",1003966-002,ENG:CASE:NATURAL:NATURAL:DICEROS:SFF_TOP_SEAT,28,100.0,,,3414
RS Components Pty Ltd,1007234-001,BARREL:JACK:6.5A:2.1MM:5.5MM (copy),7,10.0,,,7234
Retech Precision Mould Limited,1001392-001,SENS:ADAPT:BLACK:GOKU:WINDOW_HOUSING,1,1.0,,,4023
Cubed3 Limited,1001392-001,SENS:ADAPT:BLACK:GOKU:WINDOW_HOUSING,1,1.0,,,4023
Microlam Australia Pty Ltd,1001392-001,SENS:ADAPT:BLACK:GOKU:WINDOW_HOUSING,1,1.0,,,4023
Lapp Australia Pty Ltd,1002133-001,SYS:ADAPT:BLACK:PLASTIC:GLAND:CONDUIT:M32:D15,14,1.0,,,4148
Micro Fasteners Pty Ltd,1001620-001,SCREW:HEX:CSK:ZP:M3:10MM,1,1.0,,,3785
Acktar Ltd,1001812-004,LABLE:LIDAR:GOKU:BLACK,28,50.0,,,3505
Process Rubber and Plastics Pty Ltd,1007767-001,SYS:ASY:PKG:FOAM:GOKU:2CH,28,100.0,,,7767
Process Rubber and Plastics Pty Ltd,1007767-001,SYS:ASY:PKG:FOAM:GOKU:2CH,21,50.0,,,7767
Process Rubber and Plastics Pty Ltd,1007767-001,SYS:ASY:PKG:FOAM:GOKU:2CH,28,1.0,,,7767
Jaycar Electronics,1006259-001,RIG:CMP:ELC:POWER:SUPPLY:6V:800MA,1,0.0,,,3627
FS,1005684-001,RIG:CMP:OPT:SWITCH:CUSTOM,0,1.0,,,3730
Retech Precision Mould Limited,1001717-005,SENS:ADAPT:PLASTIC:GOKU:P3_PD_SHADE,21,1.0,,,4058
K-One Manufacturing Sdn Bhd,1001496-003,ORING:130x150MM:2MM:PU,21,50.0,,,3540
Retech Precision Mould Limited,1001496-003,ORING:130x150MM:2MM:PU,21,50.0,,,3540
Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1003788-001,COUPLER:MM-GI:99:1:900UM:NONE:0.5M,21,0.0,,,3179
Retech Precision Mould Limited,1001589-001,ENG:ADAPT:ALU:MILL:DICEROS:EMC_BOX_BASE,14,1.0,,,3384
Beijing Lightsensing Technologies Ltd ,1004061-001,PD:APD:MM:50UM:LC:1M:GI,1,0.0,,,3579
Open Wiring Systems,1002368-001,1002368-001 ,1,1.0,,,4287
Lapp Australia Pty Ltd,1003619-001,CON:SEN:CMP:MEC:GLAND:FEMALE:M12:OD13,14,50.0,,,3938
Retech Precision Mould Limited,1001590-001,ENG:ADAPT:ALU:MILL:DICEROS:EMC_BOX_TOP,14,1.0,,,3385
Retech Precision Mould Limited,1001717-006,SENS:ADAPT:PLASTIC:GOKU:P3_PD_SHADE,14,0.0,,,4059
"DJ MODEL & TOOLING CO.,LIMITED",1001717-006,SENS:ADAPT:PLASTIC:GOKU:P3_PD_SHADE,1,100.0,,,4059
"DJ MODEL & TOOLING CO.,LIMITED",1001717-006,SENS:ADAPT:PLASTIC:GOKU:P3_PD_SHADE,28,50.0,,,4059
"DJ MODEL & TOOLING CO.,LIMITED",1001717-006,SENS:ADAPT:PLASTIC:GOKU:P3_PD_SHADE,28,20.0,,,4059
Dajiang Model and Tooling,1002111-001,ORING:WINDOW:GOKU4:2MM,14,1.0,,,3548
"Hilltop Technology Laboratory, Inc.",1003754-001,SEN:CMP:MEC:BLK:GOKU:COAX:TOP:CLAMP,15,10.0,,,3840
"DJ MODEL & TOOLING CO.,LIMITED",1003754-001,SEN:CMP:MEC:BLK:GOKU:COAX:TOP:CLAMP,35,20.0,,,3840
"DJ MODEL & TOOLING CO.,LIMITED",1003754-001,SEN:CMP:MEC:BLK:GOKU:COAX:TOP:CLAMP,35,1000.0,,,3840
"DJ MODEL & TOOLING CO.,LIMITED",1003754-001,SEN:CMP:MEC:BLK:GOKU:COAX:TOP:CLAMP,35,200.0,,,3840
"DJ MODEL & TOOLING CO.,LIMITED",1003754-001,SEN:CMP:MEC:BLK:GOKU:COAX:TOP:CLAMP,35,100.0,,,3840
"DJ MODEL & TOOLING CO.,LIMITED",1003754-001,SEN:CMP:MEC:BLK:GOKU:COAX:TOP:CLAMP,1,50.0,,,3840
"DJ MODEL & TOOLING CO.,LIMITED",1003754-001,SEN:CMP:MEC:BLK:GOKU:COAX:TOP:CLAMP,35,10.0,,,3840
Phoenix Photonics Ltd,1003740-001,COUPLER:MM:95:5:900UM:NONE:0.5,1,0.0,,,3180
Thorlabs Inc,1005797-001,TOOL:FIBRE_SCOPE:END_FACE,21,1.0,,,4195
Caelera Pty Ltd,1005687-001,RIG:CMP:OPT:WAVESHAPER:1000A,0,1.0,,,3731
"DICON FIBEROPTICS, INC (double up)",1002164-001,EQUIP:OPTIC:DICON_1CH_MEMS:DPE,21,1.0,,,3466
"Dicon Fiberoptic, Inc",1002164-001,EQUIP:OPTIC:DICON_1CH_MEMS:DPE,21,1.0,,,3466
Lapp Australia Pty Ltd,1003940-001,ORING:13MM:2MM:NBR,1,0.0,,,3542
RS Components Pty Ltd,1003940-001,ORING:13MM:2MM:NBR,1,0.0,,,3542
Acktar Ltd,1001812-003,LABLE:LIDAR:GOKU:BLACK ,28,1.0,,,3506
Simbol Test Systems Inc,1005669-001,RIG:CMP:ELC:POWER_METER:8CH:N7744A,0,1.0,,,3628
Element14 Pty Ltd,1006260-001,RIG:CMP:ELC:CABLE:RG316:COAXIAL:BNC,1,0.0,,,3601
Altronics,1006265-001,RIG:CMP:ELC:SOCKET:POWER:SCREW:TERMINAL,1,0.0,,,3636
K-One Industry Sdn Bhd,1001497-005,ORING:150x107MM:2MM,21,50.0,,,3543
K-One Industry Sdn Bhd,1001497-005,ORING:150x107MM:2MM,21,100.0,,,3543
Retech Precision Mould Limited,1001461-001,SEN:CMP:MEC:BLK:GOKU:COMPRESSION_SCREW,14,1.0,,,3841
Micro Fasteners Pty Ltd,1001621-001,SCREW:HEX:PAN:ZN:M3:4MM,14,1.0,,,3788
RS Components Pty Ltd,1006216-001,RIG:CMP:ELC:CABLE:RG316:COAXIAL:CINCH,1,0.0,,,3602
Simbol Test Systems Inc,1005670-001,RIG:CMP:ELC:POWER_METER:8CH:N7745A,0,1.0,,,3629
Micro Fasteners Pty Ltd,1001850-001,SCREW:HEX:CAP:ISO-7162:M5:10MM,14,500.0,,,3758
Lapp Australia Pty Ltd,1002136-001,SYS:ADAPT:BLACK:PLASTIC:GLAND:ST-M:M32:D10,14,1.0,,,4150
Mastercut Technologies Pty Ltd,1002225-001,SENS:ADAPT:SS:GOKU3:ENCODER_RING_BACKPLATE,21,1.0,,,4060
Wooriro,1003626-001,PD:APD:MM:50UM:LC:1M:GI,28,50.0,,,3578
"DJ MODEL & TOOLING CO.,LIMITED",1003712-001,CMP:MEC:GOKU:MOTOR:STATOR,21,0.0,,,3009
Open Wiring Systems,1007800-001,ASY:CBL:HAWKEYE (copy),21,30.0,,,7800
"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1003742-001,SEN:CMP:OPT:GOKU:CYRSTAL:YVO4:7x7MM:15DEG:ARC,35,0.0,,,3964
Crylight Photonics,1003742-001,SEN:CMP:OPT:GOKU:CYRSTAL:YVO4:7x7MM:15DEG:ARC,28,0.0,,,3964
Caelera Pty Ltd,1005688-001,RIG:CMP:OPT:WAVESHAPER:4000A,0,1.0,,,3732
"DICON FIBEROPTICS, INC (double up)",1006226-001,RIG:CMP:OPT:ATTENUATOR:VARIABLE,1,0.0,,,3705
Custom Trolleys Australia,1005691-001,RIG:CMP:MEC:TROLLEY:3_TIER,0,1.0,,,3698
Lightel Technologies,1003795-001,COUPLER:MM:99:1:900UM:NONE:0.5M,21,0.0,,,3181
Pure Photonics LLC,1000026034,1000026034,1,1.0,,,4238
SHANGHAI WAIZONGFU INTERNATIONAL TRADE CO LTD,1001097-001,ASSY:EYDFA:DICEROS:BLUE:DUAL_CHANNNEL_32DBM,1,1.0,,,4390
Fiberstore Co Limited,1001097-001,ASSY:EYDFA:DICEROS:BLUE:DUAL_CHANNNEL_32DBM,1,1.0,,,4390
Wavetronics Pty Ltd,1000751,ASSY:PCA:BALTAR:RIGID:RED:35DBM,1,1.0,,,4410
Retech Precision Mould Limited,1001494-004,SENS:ADAPT:BLUE:GOKU:BACK_HOUSING,28,30.0,,,4032
"DJ MODEL & TOOLING CO.,LIMITED",1001757-001,LIDAR:ACCS:AL:BLACK:CALIBRATION_HAT,1,1.0,,,3510
"DJ MODEL & TOOLING CO.,LIMITED",1002347-002,ENG:ADAPT:ANGIE:APD_SUPPORT,21,0.0,,,3387
Precision Foam Manufacturing Pty. Ltd.,1001865-002,LIDAR:DICEROS:ACCESSORIESFOAM,28,1.0,,,3519
Dajiang Model and Tooling,1002104-001,SENS:ADAPT:WHITE:GOKU4:_PRISM1_CLAMP,21,1.0,,,4061
Retech Precision Mould Limited,1001462-002,SEN:CMP:MEC:BLK:GOKU:CRYSTAL:CLAMP,14,1.0,,,3842
Micro Fasteners Pty Ltd,1005036-001,SCREW:HEX:CAP:ISO_4762:SS:M5:15MM,21,1000.0,,,3762
Micro Fasteners Pty Ltd,1005036-001,SCREW:HEX:CAP:ISO_4762:SS:M5:15MM,21,500.0,,,3762
Micro Fasteners Pty Ltd,1002186-001,SCREW:PHILLIP:PAN:ISO_7045:NYLON:M2:6MM,14,1.0,,,3791
NewSpec Pty Ltd,1005680-001,RIG:CMP:ELC:POWER_METER:DUAL_CHANNEL,0,1.0,,,3630
Simbol Test Systems Inc,1005674-001,RIG:CMP:OPT:ADAPTER:CONNECTOR:FC,0,1.0,,,3699
Lapp Australia Pty Ltd,1003805-001,SYS:ADAPT:BLACK:PLASTIC:GLAND:Y_SPLITTER:M16:M12,14,20.0,,,4151
Thorlabs Inc,1005609-001,RIG:CMP:OPT:BEAM_TRAP:80W:M4,0,1.0,,,3706
SCORPTEC COMPUTERS,1005600-001,RIG:CMP:SOF:WINDOWS_10:OEM:64-BIT,0,1.0,,,3733
Open Wiring Systems,1001550-004,ASY:CBL:NAT:GOKU3,7,30.0,,,2771
AusOptic International Pty Ltd,1006210-001,TOOL:CLEANER:FIBRE:TAPE:TYPE:B,1,0.0,,,4190
Altronics,1006229-001,RIG:CMP:ELC:CABLE:USB:0.3M,1,0.0,,,3604
Sourceman International Pty Ltd,1000797,ASSY:PCA:EWOK_IF:RIGID:RED,1,1.0,,,4423
FS,1004831-001,RIG:CMP:OPT:CONNECTOR:FIBER:FC,1,0.0,,,3707
Grand Venture Technology,1001478-003,ENG:CMP:MEC:DICEROS:HEAT:SINK:BOTTOM,35,50.0,,,3405
Grand Venture Technology,1001478-003,ENG:CMP:MEC:DICEROS:HEAT:SINK:BOTTOM,35,20.0,,,3405
Grand Venture Technology,1001478-003,ENG:CMP:MEC:DICEROS:HEAT:SINK:BOTTOM,35,1000.0,,,3405
Grand Venture Technology,1001478-003,ENG:CMP:MEC:DICEROS:HEAT:SINK:BOTTOM,35,100.0,,,3405
RS Components Pty Ltd,1008629-001,CMP:MEC:ORING:ID133.02MM:CS2.62:SILICONE:SH70 (copy),0,0.0,,,8629
"DJ MODEL & TOOLING CO.,LIMITED",1001847-001,LIDAR:ACCS:AL:MOUNTING_BRACKET_ADAPTER,21,1.0,,,3511
Retech Precision Mould Limited,1001847-001,LIDAR:ACCS:AL:MOUNTING_BRACKET_ADAPTER,21,1.0,,,3511
Dajiang Model and Tooling,1002107-001,SENS:ADAPT:WHITE:GOKU4:_PRISM3_CLAMP,21,1.0,,,4063
"Hilltop Technology Laboratory, Inc.",1003755-001,SENS:ADAPT:BLUE:GOKU5:FRONT_HOUSING,21,0.0,,,4029
Retech Precision Mould Limited,1002314-001,RIG:PART:ALU:10-001-01-01:VERTICAL_SPACER,14,1.0,,,3734
RS Components Pty Ltd,1005683-001,RIG:CMP:ELC:SWITCH:PUSH_BUTTON:1_POLE,0,1.0,,,3638
Thorlabs Inc,1005611-001,RIG:CMP:ELC:POWER_METER:USB:40MW,0,1.0,,,3631
4Cabling Pty Ltd,1004833-001,RIG:CMP:ELC:CABLE:USB:1M,1,0.0,,,3605
Retech Precision Mould Limited,1001459-003,SEN:CMP:MEC:BLK:GOKU:CRYSTAL_SHIM:12.5DEG,14,1.0,,,3843
Micro Fasteners Pty Ltd,1005035-001,SCREW:HEX:CAP:ISO_4762:SS:M5:16MM,14,200.0,,,3763
Digi-Key Electronics,1001648-001,CRIMP:DF13:DF13G-2630SCFA,14,1.0,,,3184
"DJ MODEL & TOOLING CO.,LIMITED",1001577-005,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:LOWER,28,1.0,,,3878
"SHENZHEN SICT MACHINERY CO.,LTD",1001577-005,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:LOWER,28,1.0,,,3878
Thorlabs Inc,1005602-001,RIG:CMP:OPT:ADAPTER:FIBER:FC/APC,0,1.0,,,3700
Retech Precision Mould Limited,1001321-001,1001321-001,1,1.0,,,4242
Retech Precision Mould Limited,1001664-001,ASSY:JIG:ALU:HOLLOW_MOTOR_ROTOR_FRONT_HALF_JIG,1,1.0,,,4393
Sourceman International Pty Ltd,1001419-002,ASSY:PCBA:HOLLOW_MOTOR_LEFT:RIGID:GREEN,1,1.0,,,4445
Digi-Key Electronics,1000529,CBL:1CORE:RG174 :SH:0.15M:SMA:SMA,1,1.0,,,4711
Thorlabs Inc,1006224-001,RIG:CMP:OPT:ADAPTER:PLATE:FC/APC,1,0.0,,,3702
3D Markforge Printing (Internal),1005884-001,RIG:CMP:MEC:HOOD:CALIBRATION:GOKU5,14,1.0,,,3664
Sei Pak (Aust) Pty Ltd,1001656-002,SYS:CMP:PKG:BOX:2CH,28,1.0,,,3513
Dajiang Model and Tooling,1002106-001,SENS:ADAPT:WHITE:GOKU4:_PRISM3_MOUNT,21,1.0,,,4064
Retech Precision Mould Limited,1002315-001,RIG:PART:ALU:10-001-01-02:PLATFORM_SUPPORT,14,1.0,,,3735
Grand Venture Technology,1001356-001,SEN:CMP:MEC:WHT:ACE:GOKU:CLAMP:SPINNING_GRATING,35,100.0,,,3942
Retech Precision Mould Limited,1001356-001,SEN:CMP:MEC:WHT:ACE:GOKU:CLAMP:SPINNING_GRATING,28,50.0,,,3942
Grand Venture Technology,1001356-001,SEN:CMP:MEC:WHT:ACE:GOKU:CLAMP:SPINNING_GRATING,35,50.0,,,3942
4Cabling Pty Ltd,1006261-001,RIG:CMP:ELC:CABLE:USB:1M:AM,1,0.0,,,3606
"Hilltop Technology Laboratory, Inc.",1003756-001,SENS:ADAPT:BLUE:GOKU5:REAR_HOUSING,21,0.0,,,4030
Digi-Key Electronics,1001647-001,CRIMP:PICOCLASP:5011933000,14,1.0,,,3185
"DJ MODEL & TOOLING CO.,LIMITED",1004004-001,SEN:CMP:MEC:ALU:BLK:GOKU5:BRACKET:PRISM2,28,10.0,,,3828
"DJ MODEL & TOOLING CO.,LIMITED",1004004-001,SEN:CMP:MEC:ALU:BLK:GOKU5:BRACKET:PRISM2,28,50.0,,,3828
Retech Precision Mould Limited,1001397-004,SEN:CMP:MEC:NAT:GOKU:COAXIAL:CRYSTAL_TUBE,21,1.0,,,3909
"DJ MODEL & TOOLING CO.,LIMITED",1001397-004,SEN:CMP:MEC:NAT:GOKU:COAXIAL:CRYSTAL_TUBE,28,1.0,,,3909
Vicom Australia Pty Ltd,1005675-001,RIG:CMP:ELC:POWER_SUPPLY:PROG:360W,0,1.0,,,3633
Retech Precision Mould Limited,1001460-003,SEN:CMP:MEC:BLK:GOKU:CRYSTAL_SHIM:25DEG,14,1.0,,,3844
Lapp Australia Pty Ltd,1003620-001,GASKET:12.5MM:20MM:CENTELLEN,14,0.0,,,3486
Retech Precision Mould Limited,1001406-003,ASSY:SENS:GOKU3:SUBSTRUCTURE,1,1.0,,,4469
"DJ MODEL & TOOLING CO.,LIMITED",1001406-003,ASSY:SENS:GOKU3:SUBSTRUCTURE,1,1.0,,,4469
"DJ MODEL & TOOLING CO.,LIMITED",1001480-001,ENG:CMP:MEC:DICEROS:OPTICS:RETAINER,28,50.0,,,3419
Sourceman International Pty Ltd,1000795,ASSY:PCA:EWOK_RX:RIGID:RED,1,1.0,,,4430
Cubed3 Limited,1001382-001,ASSY:SENS:GOKU:NATURAL:HOLLOW_MOTOR_ASSEMBLY,1,1.0,,,4494
Sourceman International Pty Ltd,1001147-001,ASSY:PCBA:FORTUNA:RIGID:RED,1,1.0,,,4443
Cubed3 Limited,1001382-001,ASSY:SENS:GOKU:NATURAL:HOLLOW_MOTOR_ASSEMBLY,1,1.0,,,4497
Sei Pak (Aust) Pty Ltd,1001655-003,LIDAR:DICEROS:4HEADBOX,21,5000.0,,,3516
Sei Pak (Aust) Pty Ltd,1001655-003,LIDAR:DICEROS:4HEADBOX,21,1000.0,,,3516
Sei Pak (Aust) Pty Ltd,1001655-003,LIDAR:DICEROS:4HEADBOX,21,500.0,,,3516
Sei Pak (Aust) Pty Ltd,1001655-003,LIDAR:DICEROS:4HEADBOX,21,200.0,,,3516
Sei Pak (Aust) Pty Ltd,1001655-003,LIDAR:DICEROS:4HEADBOX,21,100.0,,,3516
Electronic Development Sales,1005514-001,RIG:CMP:ELC:READER:HID:5022,0,1.0,,,3634
Digi-Key Electronics,1001872-001,BARREL:JACK:6.5A:2.1MM:5.5MM,5,25.0,,,2910
Lapp Australia Pty Ltd,1002125-001,SYS:ADAPT:GREY:PLASTIC:GLAND:CONDUIT:M20:D13,14,1.0,,,4154
Retech Precision Mould Limited,1001833-001,SENS:ADAPT:ALU:NATURAL:GOKU3:PRISM2_BRACKET:REV,21,1.0,,,4016
"DJ MODEL & TOOLING CO.,LIMITED",1001578-009,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,35,50.0,,,3881
"SHENZHEN SICT MACHINERY CO.,LTD",1001578-009,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,35,50.0,,,3881
"DJ MODEL & TOOLING CO.,LIMITED",1001578-009,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,35,100.0,,,3881
"SHENZHEN SICT MACHINERY CO.,LTD",1001578-009,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,35,100.0,,,3881
Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1001925-001,SEN:CMP:OPT:GOKU:FIBRE-2F:SM:GI-MMF:LC/PC:5M,21,50.0,,,3968
"FLEXTRONICS INTERNATIONAL USA, INC",1001149-008,ASY:PCA:GOHAN,35,1.0,,,2842
SMT Technologies SDN BHD,1001149-008,ASY:PCA:GOHAN,35,1.0,,,2842
Simbol Test Systems Inc,1005671-001,RIG:CMP:OPT:ANALYZER:SPECTRUM:AQ6370D,0,1.0,,,3703
Micro Fasteners Pty Ltd,1001676-001,SCREW:HEX:CAP:ISO_4762:ZP:M2:8MM	,14,1.0,,,3765
Retech Precision Mould Limited,1002316-001,RIG:PART:ALU:10-001-01-03:TUNNEL_PLATFORM,14,1.0,,,3736
Retech Precision Mould Limited,1001321-001,1001321-001,1,1.0,,,4243
SprintAero Ltd,1001367-001,1001367-001,1,1.0,,,4250
Cubed3 Limited,1001367-001,1001367-001,1,1.0,,,4250
Microlam Australia Pty Ltd,1001367-001,1001367-001,1,1.0,,,4250
Sourceman International Pty Ltd,1000795,ASSY:PCA:EWOK_RX:RIGID:RED,1,1.0,,,4429
Sourceman International Pty Ltd,1001420-002,ASSY:PCBA:HOLLOW_MOTOR_RIGHT:RIGID:GREEN,1,1.0,,,4446
"Wellste Material CO.,LTD",1007679-006,CMP:MEC:ENG:DIAMOND:ENGINE:TUBE (copy),0,0.0,,,8614
Gorilla Circuits,1001149-013,ASY:PCA:GOHAN,20,50.0,,,2843
Gorilla Circuits,1001149-013,ASY:PCA:GOHAN,20,100.0,,,2843
Lapp Australia Pty Ltd,1002122-001,SYS:ADAPT:LIGHTGREY:PLASTIC:GLAND:CLICK12:M12:D8,14,1.0,,,4155
SJDK Group Pty Ltd (T/A - Stickers n Things),1003972-002,CON:CMP:PKG:LABEL:SERIAL,14,200.0,,,3156
Thorlabs Inc,1005678-001,RIG:CMP:OPT:ARC:RETROREFLECTOR:50MM,0,1.0,,,3704
Dajiang Model and Tooling,1002245-001,SENS:ADAPT:WHITE:GOKU:P4_MIRROR_1_CLAMP,21,1.0,,,4066
Retech Precision Mould Limited,1002317-001,RIG:PART:ALU:10-001-01-04:FIBRE_ARRAY_TUNNEL,14,1.0,,,3737
SoftWire Systems,1005597-001,RIG:CMP:ELC:DAQ_BOARD:USB:NI-6210,0,1.0,,,3608
RS Components Pty Ltd,1004832-001,RIG:CMP:ELC:RECEPTACLE:USB,1,0.0,,,3635
Cubed3 Limited,1001324-002,1001324-002,1,1.0,,,4244
Open Wiring Systems,1001545-001,ASSY:CBL:DICEROS_GA:EMC_BOX,1,1.0,,,4325
Wavetronics Pty Ltd,1000750,ASSY:PCA:BISON:RIGID:RED:DAUGHTERBOARD_35DBM,1,1.0,,,4414
Sourceman International Pty Ltd,1000797,ASSY:PCA:EWOK_IF:RIGID:RED,1,1.0,,,4424
"DJ MODEL & TOOLING CO.,LIMITED",1001406-003,ASSY:SENS:GOKU3:SUBSTRUCTURE,1,1.0,,,4463
Retech Precision Mould Limited,1001406-003,ASSY:SENS:GOKU3:SUBSTRUCTURE,1,1.0,,,4463
Retech Precision Mould Limited,1001140,Coax 3 Hybrid Thick Shims Shim 2.STEP (5x8x2.3mm) Peek black color,1,1.0,,,4852
Micro Fasteners Pty Ltd,1004890-001,CON:SCW:HEX:CAP:SS:M6:15MM,21,500.0,,,3776
Thorlabs Inc,1004861-001,TOOL:SCOPE:FIBRE:LC:ADAPTER,21,1.0,,,4201
SoftWire Systems,1005599-001,RIG:CMP:ELC:DAQ_BOARD:USB:NI-6356,0,1.0,,,3609
Dajiang Model and Tooling,1002246-001,SENS:ADAPT:WHITE:GOKU:P4_MIRROR_2_CLAMP,21,1.0,,,4067
Thorlabs Inc,1005661-001,RIG:CMP:OPT:DETECTOR:INGAAS:13MHZ,0,1.0,,,3712
Grand Venture Technology,1004724-001,SENS:ADAPT:GOKU3:EXTERNAL_MOUNTING_BRACKET_TOP,28,20.0,,,4037
"DJ MODEL & TOOLING CO.,LIMITED",1004724-001,SENS:ADAPT:GOKU3:EXTERNAL_MOUNTING_BRACKET_TOP,28,50.0,,,4037
"DJ MODEL & TOOLING CO.,LIMITED",1004724-001,SENS:ADAPT:GOKU3:EXTERNAL_MOUNTING_BRACKET_TOP,28,10.0,,,4037
Grand Venture Technology,1004724-001,SENS:ADAPT:GOKU3:EXTERNAL_MOUNTING_BRACKET_TOP,28,50.0,,,4037
Micro Fasteners Pty Ltd,1001678-001,SCREW:HEX:CAP:ISO_4762:ZP:M3:16MM,14,1.0,,,3767
Retech Precision Mould Limited,1002318-001,RIG:PART:ALU:10-001-01-05:FIBRE_ARRAY_HOLDER,14,1.0,,,3738
RS Components Pty Ltd,1004829-001,RIG:CMP:ELC:SWITCH:POWER,1,0.0,,,3637
Cubed3 Limited,1001324-002,1001324-002,1,1.0,,,4245
Retech Precision Mould Limited,1001444-001,1001444-001,1,1.0,,,4272
80/20 Asia Pacific Pty Ltd,1001514-005, SENS:ADAPT:BLUE:GOKU:FRONT_HOUSING,1,1.0,,,4217
Retech Precision Mould Limited,1001514-005, SENS:ADAPT:BLUE:GOKU:FRONT_HOUSING,1,1.0,,,4217
Retech Precision Mould Limited,1001514-004, SENS:ADAPT:BLUE:GOKU:FRONT_HOUSING,1,1.0,,,4219
Retech Precision Mould Limited,1001514-004, SENS:ADAPT:BLUE:GOKU:FRONT_HOUSING,1,1.0,,,4221
Open Wiring Systems,1001545-001,ASSY:CBL:DICEROS_GA:EMC_BOX,1,1.0,,,4326
Open Wiring Systems,1001549-001,ASSY:CBL:GOHAN:HAN,1,1.0,,,4328
Wavetronics Pty Ltd,1000766,ASSY:PCA:CYLON:RIGID:RED:V4_WITH_APD,1,1.0,,,4418
Sourceman International Pty Ltd,1001147-003,ASSY:PCA:FORTUNA:RIGID:GREEN,1,1.0,,,4433
Open Wiring Systems,1002368-001,ASY:CBL:EQUUS:ENGINE_CABLE,7,5.0,,,4520
Ibsen Photonics A/S,1001821-001,GRATING:FS:825LN/MM:42.0X42.0X1MM,90,1.0,,,3490
Open Wiring Systems,1001545-002,ASSY:CBL:DICEROS_GA:EMC_BOX,14,1.0,,,4327
Retech Precision Mould Limited,1002319-001,RIG:PART:ALU:10-001-01-06:ARRAY_HOLDER_COVER,14,1.0,,,3739
Micro Fasteners Pty Ltd,1001955-001,CON:SCREW:HEX:CAP:ISO_4762:ZP:M3:6MM,14,1.0,,,3768
RS Components Pty Ltd,1006209-001,RIG:CMP:ELC:ESD:BOX,1,0.0,,,3610
Dajiang Model and Tooling,1002100-001,SENS:CASE:GOKU4:AL:SUBSTRUCTURE_UPPER,28,1.0,,,4069
